question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,-0.0006672932330827064,0.01385477645322847,0.6675059879756977,1.0,False
Q1a,V1,AL,0.025034090909090853,0.00710619905655396,7.551804758280675e-10,4.531082854968405e-09,True
Q1a,V1,RL,0.021034090909090874,0.013220255658939056,1.5631940186722204e-13,9.379164112033322e-13,True
Q1a,LM,AL,0.02935090567327404,0.008749427617104266,7.548390027588035e-10,4.529034016552821e-09,True
Q1a,LM,RL,0.02535090567327407,0.01548379891066326,9.632252047950751e-10,5.779351228770451e-09,True
Q1a,AL,RL,-0.002982911825017045,0.012001843677413632,0.0884140601634638,0.5304843609807828,False
Q1b,V1,LM,0.012000000000000025,0.015198684153570665,2.7910540410589627e-06,1.6746324246353778e-05,True
Q1b,V1,AL,0.011750000000000038,0.01183480037854463,1.965885015359182e-07,1.1795310092155091e-06,True
Q1b,V1,RL,0.031000000000000024,0.01789553016817328,1.915377529932795e-09,1.149226517959677e-08,True
Q1b,LM,AL,0.000500000000000016,0.006595452979136468,0.04154006700988516,0.24924040205931097,False
Q1b,LM,RL,0.01975,0.0176935722792205,1.4075347455150192e-07,8.445208473090115e-07,True
Q1b,AL,RL,0.017749999999999978,0.01733673844758581,8.311855698435705e-07,4.987113419061423e-06,True
Q1c,V1,LM,-0.04569230769230767,0.03871860620939447,1.8529841432318867e-08,1.111790485939132e-07,True
Q1c,V1,AL,-0.03443897435897442,0.02853169115442499,1.982979545197831e-08,1.1897877271186985e-07,True
Q1c,V1,RL,0.038266666666666685,0.04316801723535098,1.6440333412568337e-06,9.864200047541003e-06,True
Q1c,LM,AL,0.01602666666666656,0.025902184362840926,4.213757459226031e-05,0.00025282544755356184,True
Q1c,LM,RL,0.08873230769230765,0.03886933222697817,5.329070518200751e-15,3.197442310920451e-14,True
Q1c,AL,RL,0.07052307692307702,0.021939456469210108,7.555220876380673e-10,4.5331325258284044e-09,True
