question,area,n_neurons,acc_mean,acc_std,chance
Q1a,V1,25,0.8004536910457963,0.04373709535666707,0.5
Q1a,V1,50,0.8246556732740944,0.036603021501352716,0.5
Q1a,V1,100,0.8873342447026659,0.022942769555343908,0.5
Q1a,V1,200,0.9305395591250853,0.013987184413904716,0.5
Q1a,V1,287,0.9422646103896103,0.012848153496969396,0.5
Q1a,LM,25,0.7940281100478469,0.042665867079452316,0.5
Q1a,LM,50,0.8371753246753247,0.019244538584739523,0.5
Q1a,LM,100,0.857071941216678,0.023374434179593718,0.5
Q1a,LM,200,0.9033761961722486,0.015434462000928656,0.5
Q1a,LM,287,0.9338448393711551,0.012894322482304725,0.5
Q1a,AL,25,0.7529904306220095,0.025468792071854388,0.5
Q1a,AL,50,0.7741917293233083,0.041239940884096084,0.5
Q1a,AL,100,0.8322590567327408,0.02706494687573736,0.5
Q1a,AL,200,0.8761444805194806,0.02059321337057725,0.5
Q1a,AL,287,0.9036654135338346,0.0,0.5
Q1a,RL,25,0.7652486329460014,0.04412137470994382,0.5
Q1a,RL,50,0.8238935406698564,0.03220582661783955,0.5
Q1a,RL,100,0.8528144224196856,0.023807887824585594,0.5
Q1a,RL,200,0.8970104237867396,0.025686590991801844,0.5
Q1a,RL,287,0.9029054169514696,0.019258061845342494,0.5
Q1b,V1,25,0.8375,0.05728219618694799,0.5
Q1b,V1,50,0.9075,0.02633913438213184,0.5
Q1b,V1,100,0.9712499999999998,0.015860721925561903,0.5
Q1b,V1,200,0.9800000000000001,0.016955824957813177,0.5
Q1b,V1,287,0.9925,0.011456439237389588,0.5
Q1b,LM,25,0.89625,0.03994136327167616,0.5
Q1b,LM,50,0.9225,0.04286607049870561,0.5
Q1b,LM,100,0.9550000000000001,0.02106537443294089,0.5
Q1b,LM,200,0.9774999999999998,0.005000000000000026,0.5
Q1b,LM,287,0.97625,0.0037500000000000202,0.5
Q1b,AL,25,0.86875,0.05484352742120075,0.5
Q1b,AL,50,0.9199999999999999,0.026925824035672518,0.5
Q1b,AL,100,0.9512499999999999,0.01624999999999999,0.5
Q1b,AL,200,0.9649999999999999,0.009354143466934856,0.5
Q1b,AL,287,0.9625,0.0,0.5
Q1b,RL,25,0.8450000000000001,0.03631459761583487,0.5
Q1b,RL,50,0.8787500000000001,0.0383446541254449,0.5
Q1b,RL,100,0.9337500000000001,0.031647472252930416,0.5
Q1b,RL,200,0.95,0.015811388300841903,0.5
Q1b,RL,287,0.9625,0.02236067977499791,0.5
Q1c,V1,25,0.4547897435897436,0.029794185084102764,0.3333333333333333
Q1c,V1,50,0.5057846153846154,0.03502996406853708,0.3333333333333333
Q1c,V1,100,0.5449743589743589,0.03599863391374024,0.3333333333333333
Q1c,V1,200,0.5859282051282051,0.02866224634513112,0.3333333333333333
Q1c,V1,287,0.6319179487179486,0.03097098979808328,0.3333333333333333
Q1c,LM,25,0.47632820512820506,0.028396805109623245,0.3333333333333333
Q1c,LM,50,0.5562564102564103,0.020928317594053163,0.3333333333333333
Q1c,LM,100,0.5656102564102564,0.019838137916052774,0.3333333333333333
Q1c,LM,200,0.6327794871794872,0.025863046982346163,0.3333333333333333
Q1c,LM,287,0.6549435897435898,0.03081794605123076,0.3333333333333333
Q1c,AL,25,0.48440000000000005,0.020055279292044755,0.3333333333333333
Q1c,AL,50,0.5111384615384615,0.029023981106835437,0.3333333333333333
Q1c,AL,100,0.5514461538461537,0.019218400124699705,0.3333333333333333
Q1c,AL,200,0.6041743589743589,0.014964454047646222,0.3333333333333333
Q1c,AL,287,0.6434871794871795,0.0,0.3333333333333333
Q1c,RL,25,0.4506153846153846,0.0326952175678343,0.3333333333333333
Q1c,RL,50,0.4954769230769231,0.02874048383228568,0.3333333333333333
Q1c,RL,100,0.5295897435897435,0.041398440800629294,0.3333333333333333
Q1c,RL,200,0.5567794871794872,0.027773715100668426,0.3333333333333333
Q1c,RL,287,0.5778974358974359,0.031206946410591067,0.3333333333333333
