question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.022297163362952833,0.017969650747527804,1.1727507853720454e-11,7.036504712232272e-11,True
Q1a,V1,AL,0.024575187969924785,0.011368559619656226,5.329070518200751e-15,3.197442310920451e-14,True
Q1a,V1,RL,0.01841105604921394,0.016378629262849262,1.192391962945294e-09,7.1543517776717636e-09,True
Q1a,LM,AL,0.007106117566643886,0.011931733138324178,0.00027844976703651883,0.001670698602219113,True
Q1a,LM,RL,0.0009419856459330389,0.015869372586630834,0.8355829250118764,1.0,False
Q1a,AL,RL,-0.0042977614490772136,0.015469338651088241,0.0565781268327937,0.3394687609967622,False
Q1b,V1,LM,0.007500000000000002,0.009682458365518551,9.973944684595446e-05,0.0005984366810757268,True
Q1b,V1,AL,0.027250000000000007,0.006932712311931017,1.601930895047573e-10,9.611585370285438e-10,True
Q1b,V1,RL,0.00375,0.008750000000000008,0.017290280592906253,0.10374168355743751,False
Q1b,LM,AL,0.020249999999999994,0.006562202374203374,2.0606622948979844e-10,1.2363973769387906e-09,True
Q1b,LM,RL,-0.0032500000000000107,0.010550473923004625,0.04183028048039431,0.2509816828823659,False
Q1b,AL,RL,-0.023250000000000003,0.008663861725581734,3.6931677022026683e-10,2.215900621321601e-09,True
Q1c,V1,LM,-0.034804102564102546,0.03445523513781856,3.918623114884667e-08,2.3511738689308004e-07,True
Q1c,V1,AL,0.06681025641025638,0.026407274912613035,7.555220876380673e-10,4.5331325258284044e-09,True
Q1c,V1,RL,0.047846153846153865,0.03973098360869178,7.151434999741468e-11,4.290860999844881e-10,True
Q1c,LM,AL,0.1121702564102564,0.021287451746061437,7.555220876380673e-10,4.5331325258284044e-09,True
Q1c,LM,RL,0.09320615384615386,0.03321597366096455,7.555220876380673e-10,4.5331325258284044e-09,True
Q1c,AL,RL,-0.01717128205128201,0.028460251040413633,0.00015581408102782746,0.0009348844861669647,True
