question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.037651572112098367,0.01798885980718702,7.555220876380673e-10,4.5331325258284044e-09,True
Q1a,V1,AL,0.04341900205058086,0.007550708396323422,7.534744968972034e-10,4.5208469813832205e-09,True
Q1a,V1,RL,0.05555553656869439,0.01750606318186765,7.555220876380673e-10,4.5331325258284044e-09,True
Q1a,LM,AL,0.010719497607655414,0.014900995000985864,3.1072195778068084e-05,0.0001864331746684085,True
Q1a,LM,RL,0.022856032125768942,0.021472192920426736,1.1297758276218413e-07,6.778654965731048e-07,True
Q1a,AL,RL,0.01017780246069728,0.01705300443539193,0.0005197343287284574,0.0031184059723707446,True
Q1b,V1,LM,0.004249999999999983,0.006896557112066841,0.001090835176125296,0.006545011056751777,True
Q1b,V1,AL,0.011499999999999956,0.004213074886588177,2.9523494129025106e-10,1.7714096477415063e-09,True
Q1b,V1,RL,0.02224999999999999,0.014851346740279171,4.3853209335550305e-09,2.6311925601330183e-08,True
Q1b,LM,AL,0.006999999999999975,0.006204836822995406,1.2131545083660686e-07,7.278927050196412e-07,True
Q1b,LM,RL,0.01775000000000001,0.01416200903826856,2.9279970082279505e-08,1.7567982049367704e-07,True
Q1b,AL,RL,0.009250000000000041,0.013876689086377935,1.4355301100615022e-06,8.613180660369013e-06,True
Q1c,V1,LM,0.0056574358974358745,0.03724217306454285,0.3392310387473009,1.0,False
Q1c,V1,AL,0.013819487179487158,0.02924451182125254,0.0033148150460355907,0.019888890276213544,True
Q1c,V1,RL,0.039585641025641,0.040942592660383754,6.220717985172541e-08,3.732430791103525e-07,True
Q1c,LM,AL,-0.0010482051282051418,0.02631098726804197,0.8582622419229222,1.0,False
Q1c,LM,RL,0.02471794871794871,0.03536906384378955,4.438450485702715e-05,0.0002663070291421629,True
Q1c,AL,RL,0.01932307692307693,0.022918751384467063,3.196666816204326e-06,1.9180000897225957e-05,True
