question,area,n_neurons,acc_mean,acc_std,chance
Q1a,V1,25,0.8200205058099795,0.05792764770185627,0.5
Q1a,V1,50,0.8629464285714284,0.03367499323077335,0.5
Q1a,V1,100,0.9211842105263157,0.02369776405304694,0.5
Q1a,V1,200,0.9508334757347914,0.019184771741082192,0.5
Q1a,V1,317,0.9646928400546821,0.00501658588277487,0.5
Q1a,LM,25,0.7902315447710184,0.02715383467250821,0.5
Q1a,LM,50,0.8510902255639097,0.030883163682014894,0.5
Q1a,LM,100,0.8807330827067668,0.02061521866995055,0.5
Q1a,LM,200,0.9384274606971974,0.00969696782012933,0.5
Q1a,LM,317,0.9470933014354067,0.008277070855279024,0.5
Q1a,AL,25,0.8057467532467533,0.05423445499683882,0.5
Q1a,AL,50,0.8517797334244703,0.037056218141829585,0.5
Q1a,AL,100,0.8638243335611756,0.03236706110592432,0.5
Q1a,AL,200,0.9154207963089542,0.014614174382022333,0.5
Q1a,AL,317,0.9388115174299385,0.0,0.5
Q1a,RL,25,0.7987888755980861,0.04330996163781883,0.5
Q1a,RL,50,0.7953656869446343,0.02682511169725827,0.5
Q1a,RL,100,0.8856553315105945,0.022551830093459572,0.5
Q1a,RL,200,0.9158018626110731,0.013949433662858451,0.5
Q1a,RL,317,0.9421172248803827,0.01272875242719329,0.5
Q1b,V1,25,0.8699999999999999,0.03921096785339532,0.5
Q1b,V1,50,0.94375,0.041174172730001506,0.5
Q1b,V1,100,0.9750000000000002,0.011180339887498959,0.5
Q1b,V1,200,0.9862500000000001,0.008750000000000013,0.5
Q1b,V1,317,0.9875,0.0055901699437494795,0.5
Q1b,LM,25,0.91625,0.04071624368725582,0.5
Q1b,LM,50,0.95,0.025617376914899015,0.5
Q1b,LM,100,0.97,0.012747548783981983,0.5
Q1b,LM,200,0.9837500000000002,0.008003905296791075,0.5
Q1b,LM,317,0.9850000000000001,0.005000000000000026,0.5
Q1b,AL,25,0.9262500000000001,0.022672946434021318,0.5
Q1b,AL,50,0.9487500000000001,0.0180710403685012,0.5
Q1b,AL,100,0.9649999999999999,0.013462912017836259,0.5
Q1b,AL,200,0.9724999999999999,0.012247448713915908,0.5
Q1b,AL,317,0.9625,0.0,0.5
Q1b,RL,25,0.9175000000000001,0.03363406011768427,0.5
Q1b,RL,50,0.94625,0.024399026619928918,0.5
Q1b,RL,100,0.9662499999999999,0.018582585934148136,0.5
Q1b,RL,200,0.9787500000000001,0.009762812094883333,0.5
Q1b,RL,317,0.985,0.007500000000000018,0.5
Q1c,V1,25,0.4732102564102564,0.03239417971927083,0.3333333333333333
Q1c,V1,50,0.5195384615384615,0.02945737624299948,0.3333333333333333
Q1c,V1,100,0.545702564102564,0.03000848269290823,0.3333333333333333
Q1c,V1,200,0.5879794871794871,0.03148359789201618,0.3333333333333333
Q1c,V1,317,0.6401333333333334,0.027056793216706176,0.3333333333333333
Q1c,LM,25,0.5224102564102565,0.035890497497957405,0.3333333333333333
Q1c,LM,50,0.5636307692307693,0.019257387390278977,0.3333333333333333
Q1c,LM,100,0.5680820512820512,0.030867119502857414,0.3333333333333333
Q1c,LM,200,0.6301538461538462,0.024196521720680375,0.3333333333333333
Q1c,LM,317,0.6800410256410256,0.0381557264493942,0.3333333333333333
Q1c,AL,25,0.4597128205128205,0.04018196088142207,0.3333333333333333
Q1c,AL,50,0.48419487179487175,0.036486203205130845,0.3333333333333333
Q1c,AL,100,0.5088923076923078,0.023089366445758867,0.3333333333333333
Q1c,AL,200,0.5464307692307692,0.012552693930699394,0.3333333333333333
Q1c,AL,317,0.5733333333333334,0.0,0.3333333333333333
Q1c,RL,25,0.4304307692307693,0.037174869386084636,0.3333333333333333
Q1c,RL,50,0.4950461538461538,0.014891308153219264,0.3333333333333333
Q1c,RL,100,0.5233128205128205,0.030346672836873638,0.3333333333333333
Q1c,RL,200,0.5477743589743589,0.030765428824938885,0.3333333333333333
Q1c,RL,317,0.5969128205128206,0.018130969215886653,0.3333333333333333
