question,area,observed,null_mean,null_std,p_value
Q1a,V1,0.9846249145591252,0.4992077494873548,0.0210043504977031,0.0
Q1a,LM,0.9593984962406015,0.49891729323308276,0.022925094415153214,0.0
Q1a,AL,0.9388115174299385,0.4994997863978126,0.027611565490766876,0.0
Q1a,RL,0.9692669172932332,0.49865580143540666,0.027942164377701726,0.0
Q1b,V1,0.9875,0.5195000000000001,0.07016320260649453,0.0
Q1b,LM,0.9875,0.50725,0.06694634045263415,0.0
Q1b,AL,0.9625,0.510875,0.07050387843941637,0.0
Q1b,RL,0.9875,0.5177499999999999,0.07102332363385988,0.0
Q1c,V1,0.7526153846153847,0.3302728205128205,0.03102720138479328,0.0
Q1c,LM,0.7555897435897436,0.3389620512820513,0.031031712158698703,0.0
Q1c,AL,0.5733333333333334,0.33733538461538465,0.0259296331154969,0.0
Q1c,RL,0.6668717948717949,0.33596102564102565,0.028843836825463043,0.0
