question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.006378075871496905,0.007413324594150839,2.4070802622554494e-06,1.4442481573532698e-05,True
Q1a,V1,AL,0.022608339029391654,0.0055527658047449385,7.424697518988015e-10,4.454818511392809e-09,True
Q1a,V1,RL,0.016471719070403276,0.00883821771109279,9.621500125135102e-10,5.772900075081061e-09,True
Q1a,LM,AL,0.01686637047163364,0.005390964489881493,7.500729198134526e-10,4.500437518880716e-09,True
Q1a,LM,RL,0.01072975051264526,0.009117039847221809,2.2175943592473124e-08,1.3305566155483875e-07,True
Q1a,AL,RL,-0.0035150375939849666,0.009577391697199508,0.012922681284951427,0.07753608770970856,False
Q1b,V1,LM,-0.006249999999999978,0.006731456008918106,1.4998757938933049e-06,8.999254763359829e-06,True
Q1b,V1,AL,0.018500000000000044,0.0062449979983983765,2.149755984268405e-10,1.289853590561043e-09,True
Q1b,V1,RL,0.006499999999999999,0.009759610647971565,0.00010997768194452577,0.0006598660916671546,True
Q1b,LM,AL,0.024750000000000022,0.001749999999999994,2.4630095909967107e-12,1.4778057545980265e-11,True
Q1b,LM,RL,0.012749999999999977,0.009182183836103482,9.483438302416731e-09,5.690062981450039e-08,True
Q1b,AL,RL,-0.012500000000000046,0.008291561975888503,2.883190783327813e-09,1.729914469996688e-08,True
Q1c,V1,LM,-0.031234871794871805,0.03581656067620014,1.2141019567479816e-07,7.28461174048789e-07,True
Q1c,V1,AL,0.0815610256410256,0.02432551799056977,7.550097219539461e-10,4.530058331723677e-09,True
Q1c,V1,RL,0.04286564102564101,0.03551365492308635,1.1467804483800137e-10,6.880682690280082e-10,True
Q1c,LM,AL,0.11218666666666666,0.017906067303719672,7.550097219539461e-10,4.530058331723677e-09,True
Q1c,LM,RL,0.07349128205128207,0.029181693107550737,1.7763568394002505e-15,1.0658141036401503e-14,True
Q1c,AL,RL,-0.042867692307692294,0.02235433459269551,1.0228354137164743e-09,6.137012482298846e-09,True
