question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.0036766062884483965,0.014413516278262829,0.054729987344785194,0.3283799240687112,False
Q1a,V1,AL,0.03984560833902939,0.010484233646599173,7.555220876380673e-10,4.5331325258284044e-09,True
Q1a,V1,RL,0.028988550922761466,0.01479964047033276,4.440892098500626e-14,2.6645352591003757e-13,True
Q1a,LM,AL,0.03369010594668494,0.00921160332659272,7.543270531852816e-10,4.5259623191116894e-09,True
Q1a,LM,RL,0.022833048530416997,0.01291855578998229,9.063995250059829e-10,5.438397150035898e-09,True
Q1a,AL,RL,-0.01116737867395762,0.01117867003347846,7.704444737300443e-07,4.622666842380266e-06,True
Q1b,V1,LM,-0.0019999999999999953,0.0067823299831252515,0.0455002638963584,0.2730015833781504,False
Q1b,V1,AL,0.022250000000000034,0.005749999999999989,5.964329024089068e-11,3.578597414453441e-10,True
Q1b,V1,RL,0.004249999999999993,0.01049106762917863,0.007732247586978644,0.04639348552187186,True
Q1b,LM,AL,0.02500000000000002,3.469446951953614e-18,1.5374597944280347e-12,9.224758766568208e-12,True
Q1b,LM,RL,0.006999999999999986,0.008351646544245028,8.19471400349728e-06,4.916828402098368e-05,True
Q1b,AL,RL,-0.01700000000000004,0.008200609733428357,1.6779890640832132e-09,1.0067934384499279e-08,True
Q1c,V1,LM,-0.028787692307692313,0.03453133615419979,3.0505379419595974e-06,1.8303227651757584e-05,True
Q1c,V1,AL,0.10581128205128204,0.024945602229880928,7.555220876380673e-10,4.5331325258284044e-09,True
Q1c,V1,RL,0.037261538461538485,0.036791436273098596,9.37929594544468e-08,5.627577567266808e-07,True
Q1c,LM,AL,0.13746461538461538,0.021778743136300932,7.553512643873762e-10,4.532107586324258e-09,True
Q1c,LM,RL,0.06891487179487181,0.03164301096709624,3.552713678800501e-15,2.1316282072803006e-14,True
Q1c,AL,RL,-0.07105435897435895,0.022428161971975256,7.555220876380673e-10,4.5331325258284044e-09,True
