question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.0035099965823649805,0.01376010119792489,0.06207125225267518,0.3724275135160511,False
Q1a,V1,AL,0.01578656869446336,0.009897409452248577,2.5053346979588288e-09,1.5032008187752973e-08,True
Q1a,V1,RL,-0.005862952836637032,0.012602085270868549,0.0045117751358766806,0.027070650815260083,True
Q1a,LM,AL,0.01159885509227606,0.00849847683252376,3.172961457552726e-09,1.9037768745316354e-08,True
Q1a,LM,RL,-0.01005066643882433,0.012300268083367533,5.575105494227833e-06,3.3450632965366996e-05,True
Q1a,AL,RL,-0.020649692412850223,0.010111559188548148,9.053846214817168e-10,5.432307728890301e-09,True
Q1b,V1,LM,-0.017500000000000005,0.015811388300841892,1.0039864376126426e-07,6.023918625675855e-07,True
Q1b,V1,AL,-0.010750000000000029,0.012502499750049988,5.601516827527255e-07,3.3609100965163526e-06,True
Q1b,V1,RL,-0.008249999999999993,0.019938969381590427,0.019856260922187258,0.11913756553312355,False
Q1b,LM,AL,0.006249999999999978,0.007180703308172521,2.28309854519629e-05,0.00013698591271177742,True
Q1b,LM,RL,0.008750000000000013,0.01681703005884214,0.00022078920109744945,0.0013247352065846967,True
Q1b,AL,RL,0.005250000000000028,0.01438097701826966,0.0006652296314625069,0.003991377788775041,True
Q1c,V1,LM,-0.011027692307692304,0.023141191328336454,0.0014820256512716545,0.008892153907629928,True
Q1c,V1,AL,-0.0030605128205128816,0.01898179047815929,0.11448783330177764,0.6869269998106659,False
Q1c,V1,RL,-0.014043076923076927,0.022821901104415548,0.0005086665780176247,0.0030519994681057483,True
Q1c,LM,AL,0.009214358974358926,0.01528760332805989,0.00032920176803071086,0.001975210608184265,True
Q1c,LM,RL,-0.0017682051282051203,0.02240837224960918,0.5707146570749662,1.0,False
Q1c,AL,RL,-0.00933128205128198,0.015373883299461351,0.00012690111001759,0.00076140666010554,True
