question,area,n_neurons,acc_mean,acc_std,chance
Q1a,V1,25,0.7713644907723854,0.037257238473719055,0.5
Q1a,V1,50,0.8144202836637046,0.026391829089754043,0.5
Q1a,V1,100,0.8642583732057416,0.00803849510716314,0.5
Q1a,V1,200,0.8806788277511961,0.011760174957826088,0.5
Q1a,V1,400,0.8886009056732742,0.006867021649939062,0.5
Q1a,V1,575,0.8955515208475736,0.008526247191713214,0.5
Q1a,LM,25,0.7776008202323992,0.023418387673454773,0.5
Q1a,LM,50,0.8294185748462064,0.025040071735933422,0.5
Q1a,LM,100,0.8629665071770335,0.018475933496597027,0.5
Q1a,LM,200,0.8722923786739576,0.008396924884101218,0.5
Q1a,LM,400,0.8913986671223514,0.010413502358535595,0.5
Q1a,LM,575,0.8841097060833902,0.011703081847356403,0.5
Q1a,AL,25,0.7662525632262475,0.034759403549723636,0.5
Q1a,AL,50,0.8119185748462063,0.019673618849518397,0.5
Q1a,AL,100,0.8554771872863979,0.01253401246345347,0.5
Q1a,AL,200,0.8626854066985645,0.013678267024388891,0.5
Q1a,AL,400,0.8733262132604237,0.006182652137715236,0.5
Q1a,AL,575,0.8816259398496239,0.0,0.5
Q1a,RL,25,0.8062662337662336,0.03170526269203411,0.5
Q1a,RL,50,0.8293318523581681,0.022879445404509514,0.5
Q1a,RL,100,0.8649474538619275,0.014592792114113714,0.5
Q1a,RL,200,0.8736602870813396,0.006665381200454786,0.5
Q1a,RL,400,0.892488038277512,0.008520214897871648,0.5
Q1a,RL,575,0.895102101845523,0.0049962815486955334,0.5
Q1b,V1,25,0.8025,0.05442885264269311,0.5
Q1b,V1,50,0.85,0.029047375096555635,0.5
Q1b,V1,100,0.865,0.012247448713915872,0.5
Q1b,V1,200,0.8712499999999999,0.016817030058842133,0.5
Q1b,V1,400,0.8712500000000001,0.011249999999999982,0.5
Q1b,V1,575,0.865,0.007499999999999995,0.5
Q1b,LM,25,0.81375,0.025279685520195848,0.5
Q1b,LM,50,0.86,0.015612494995996005,0.5
Q1b,LM,100,0.8625,0.01581138830084191,0.5
Q1b,LM,200,0.8712499999999999,0.01124999999999998,0.5
Q1b,LM,400,0.87375,0.014197270864500672,0.5
Q1b,LM,575,0.8775000000000001,0.00935414346693482,0.5
Q1b,AL,25,0.8324999999999999,0.027499999999999997,0.5
Q1b,AL,50,0.8399999999999999,0.028939592256975538,0.5
Q1b,AL,100,0.8675,0.011456439237389588,0.5
Q1b,AL,200,0.8675,0.010000000000000004,0.5
Q1b,AL,400,0.86,0.007500000000000018,0.5
Q1b,AL,575,0.85,0.0,0.5
Q1b,RL,25,0.8387499999999999,0.023351927115336762,0.5
Q1b,RL,50,0.8574999999999999,0.021065374432940903,0.5
Q1b,RL,100,0.8787499999999999,0.016817030058842133,0.5
Q1b,RL,200,0.86875,0.010077822185373172,0.5
Q1b,RL,400,0.8662500000000002,0.008003905296791056,0.5
Q1b,RL,575,0.8637499999999999,0.008750000000000004,0.5
Q1c,V1,25,0.4797435897435898,0.033732497592379,0.3333333333333333
Q1c,V1,50,0.49155897435897433,0.023328319551494635,0.3333333333333333
Q1c,V1,100,0.5391589743589744,0.028267820303204842,0.3333333333333333
Q1c,V1,200,0.5788923076923076,0.015801916510901105,0.3333333333333333
Q1c,V1,400,0.6133128205128205,0.022444569166629336,0.3333333333333333
Q1c,V1,575,0.625148717948718,0.02135284117933679,0.3333333333333333
Q1c,LM,25,0.47821538461538465,0.03278999221932801,0.3333333333333333
Q1c,LM,50,0.5310461538461538,0.03182209091316081,0.3333333333333333
Q1c,LM,100,0.5537641025641026,0.010263874207187057,0.3333333333333333
Q1c,LM,200,0.6055692307692307,0.022214165271837807,0.3333333333333333
Q1c,LM,400,0.6350769230769231,0.015486636091672614,0.3333333333333333
Q1c,LM,575,0.6601333333333333,0.015168190529683283,0.3333333333333333
Q1c,AL,25,0.4774153846153847,0.022129321658256235,0.3333333333333333
Q1c,AL,50,0.4995384615384616,0.021796174923335205,0.3333333333333333
Q1c,AL,100,0.5423794871794871,0.024864965491143167,0.3333333333333333
Q1c,AL,200,0.5923692307692308,0.018212577746318095,0.3333333333333333
Q1c,AL,400,0.626574358974359,0.011999951786008774,0.3333333333333333
Q1c,AL,575,0.6355897435897436,0.0,0.3333333333333333
Q1c,RL,25,0.5003179487179488,0.025028938412443955,0.3333333333333333
Q1c,RL,50,0.5279076923076923,0.017355255443776602,0.3333333333333333
Q1c,RL,100,0.5484923076923076,0.03035851697507152,0.3333333333333333
Q1c,RL,200,0.6091589743589743,0.0210237922889538,0.3333333333333333
Q1c,RL,400,0.6367692307692308,0.01815849571053252,0.3333333333333333
Q1c,RL,575,0.655374358974359,0.011574616858629205,0.3333333333333333
