question,area,observed,null_mean,null_std,p_value
Q1a,V1,0.9862012987012987,0.4955746326042379,0.020061264598089008,0.0
Q1a,LM,0.9533749145591252,0.49789230177717014,0.025420665919246896,0.0
Q1a,AL,0.9002904989747094,0.4996317925495557,0.030878794808399886,0.0
Q1a,RL,0.9622394053315105,0.4989543745727957,0.028875339173022287,0.0
Q1b,V1,1.0,0.527125,0.06819216872192876,0.0
Q1b,LM,1.0,0.512625,0.06258731401010911,0.0
Q1b,AL,0.95,0.510125,0.07528477186656012,0.0
Q1b,RL,0.9875,0.51875,0.060557307568946624,0.0
Q1c,V1,0.7284102564102565,0.3344933333333333,0.028496142309016616,0.0
Q1c,LM,0.6539487179487179,0.3372358974358975,0.02853965302647871,0.0
Q1c,AL,0.5023589743589743,0.3341415384615385,0.028492105664676675,0.0
Q1c,RL,0.601025641025641,0.3356184615384615,0.02825121113693154,0.0
