question,area,observed,null_mean,null_std,p_value
Q1a,V1,0.9666866028708135,0.49929118250170873,0.020703052110149344,0.0
Q1a,LM,0.9708262132604236,0.5010686517429938,0.023247159991556535,0.0
Q1a,AL,0.9189892344497608,0.5014173359535201,0.030199180705683795,0.0
Q1a,RL,0.9515379357484619,0.5036071855775803,0.026382295194716316,0.0
Q1b,V1,1.0,0.514375,0.06938063040215187,0.0
Q1b,LM,1.0,0.51275,0.06398193104306871,0.0
Q1b,AL,0.975,0.50475,0.061663907595934916,0.0
Q1b,RL,1.0,0.515,0.0633196257095697,0.0
Q1c,V1,0.7428717948717949,0.3279446153846154,0.02391838597480421,0.0
Q1c,LM,0.7298461538461538,0.33348205128205133,0.02944398486237786,0.0
Q1c,AL,0.5265641025641026,0.3336974358974358,0.030249940638169107,0.0
Q1c,RL,0.654974358974359,0.33705333333333326,0.02764386591182488,0.0
