question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.004685748462064238,0.00833434258630498,0.0004979940594822023,0.002987964356893214,True
Q1a,V1,AL,0.02057407723855087,0.005822976502141105,7.369381717541325e-10,4.421629030524795e-09,True
Q1a,V1,RL,0.0075539131920710914,0.008698559375353947,8.918416507458246e-07,5.351049904474947e-06,True
Q1a,LM,AL,0.01638072453861924,0.007752563887280444,7.396155095977842e-10,4.437693057586705e-09,True
Q1a,LM,RL,0.003360560492139464,0.00878347702002245,0.01223263159216514,0.07339578955299084,False
Q1a,AL,RL,-0.014974196855775765,0.0056977695313524266,7.409574523401023e-10,4.445744714040614e-09,True
Q1b,V1,LM,-0.00024999999999999914,0.001749999999999994,0.31731050786291415,1.0,False
Q1b,V1,AL,-0.00024999999999999914,0.001749999999999994,0.31731050786291415,1.0,False
Q1b,V1,RL,0.0032499999999999886,0.005482928049865308,0.0003114909767673833,0.0018689458606043,True
Q1b,LM,AL,0.0,0.0,,,False
Q1b,LM,RL,0.0034999999999999875,0.0056124860801608925,0.0001828106329818348,0.001096863797891009,True
Q1b,AL,RL,0.00574999999999998,0.006229967897188534,1.62001398246647e-06,9.72008389479882e-06,True
Q1c,V1,LM,-0.03607794871794871,0.03369697386413597,7.375879230867598e-08,4.425527538520559e-07,True
Q1c,V1,AL,-0.08839589743589736,0.02310025951680173,7.555220876380673e-10,4.5331325258284044e-09,True
Q1c,V1,RL,-0.03535794871794873,0.029587870429089672,6.337863567296154e-11,3.802718140377692e-10,True
Q1c,LM,AL,-0.05451282051282043,0.023960917114771167,7.555220876380673e-10,4.5331325258284044e-09,True
Q1c,LM,RL,-0.0014748717948718038,0.03262979775066309,0.6570039728870138,1.0,False
Q1c,AL,RL,0.055435897435897344,0.022368939205003293,7.553512643873762e-10,4.532107586324258e-09,True
