question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.011679511278195451,0.02276733644631182,0.0010251160635235124,0.006150696381141074,True
Q1a,V1,AL,0.03623017771701983,0.015710590736913558,1.0228354137164743e-09,6.137012482298846e-09,True
Q1a,V1,RL,0.02806254272043744,0.022515874606282318,1.3019083976093808e-08,7.811450385656284e-08,True
Q1a,LM,AL,0.027978725222146318,0.01690573808633879,2.5074651233410536e-09,1.5044790740046323e-08,True
Q1a,LM,RL,0.01981109022556393,0.02529453811329252,2.36936675790389e-06,1.4216200547423341e-05,True
Q1a,AL,RL,-0.003126281613123729,0.017581072166492927,0.19581417078577457,1.0,False
Q1b,V1,LM,0.015000000000000019,0.014577379737113254,1.897900927656661e-07,1.1387405565939966e-06,True
Q1b,V1,AL,0.028999999999999995,0.010136567466356642,6.475372668047497e-10,3.885223600828498e-09,True
Q1b,V1,RL,0.03125000000000003,0.017897276329095452,2.6582708026767064e-09,1.5949624816060238e-08,True
Q1b,LM,AL,0.01549999999999998,0.010173494974687915,1.8431499937928508e-08,1.1058899962757105e-07,True
Q1b,LM,RL,0.01775000000000001,0.019379434976283503,1.3643358611833688e-06,8.186015167100214e-06,True
Q1b,AL,RL,0.005000000000000022,0.019364916731037095,0.02232573555636146,0.13395441333816877,False
Q1c,V1,LM,-0.03704615384615385,0.03631535193722879,4.8571529021046445e-09,2.9142917412627867e-08,True
Q1c,V1,AL,-0.02443487179487179,0.02634565410219154,2.3474465837570314e-07,1.4084679502542189e-06,True
Q1c,V1,RL,0.045513846153846155,0.03982480798405024,9.895043801228274e-08,5.937026280736965e-07,True
Q1c,LM,AL,0.014537435897435889,0.025879439779240027,0.0005197343287284574,0.0031184059723707446,True
Q1c,LM,RL,0.08448615384615385,0.03195167824289993,7.555220876380673e-10,4.5331325258284044e-09,True
Q1c,AL,RL,0.06665230769230768,0.023687840715536507,1.7763568394002505e-15,1.0658141036401503e-14,True
