question,area,observed,null_mean,null_std,p_value
Q1a,V1,1.0,0.5020710440874915,0.020062229275663892,0.0
Q1a,LM,0.9885551948051947,0.5022648667122351,0.027631987177629967,0.0
Q1a,AL,0.9622564935064934,0.4979978639781272,0.02556634274049402,0.0
Q1a,RL,0.9773538961038961,0.4996186773752564,0.025299711356402417,0.0
Q1b,V1,1.0,0.5177499999999999,0.07591483715322057,0.0
Q1b,LM,0.9875,0.5212500000000001,0.07067752471613588,0.0
Q1b,AL,1.0,0.5057499999999999,0.0706094009321705,0.0
Q1b,RL,1.0,0.517875,0.06780613449386419,0.0
Q1c,V1,0.7867692307692308,0.33098666666666676,0.0307489446973388,0.0
Q1c,LM,0.764,0.3365230769230769,0.030323064347567073,0.0
Q1c,AL,0.6178461538461539,0.3345189743589744,0.027166267980278984,0.0
Q1c,RL,0.7238974358974359,0.3343210256410256,0.030944620313783693,0.0
