question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.025266319207108694,0.018338614932854356,4.218847493575595e-12,2.531308496145357e-11,True
Q1a,V1,AL,0.05081792549555703,0.012359970202305625,7.551804758280675e-10,4.531082854968405e-09,True
Q1a,V1,RL,0.03466541353383461,0.01862118202676264,1.2434497875801753e-13,7.460698725481052e-13,True
Q1a,LM,AL,0.02265960355434033,0.015005366211432914,4.250884223683901e-09,2.550530534210341e-08,True
Q1a,LM,RL,0.006507091592617908,0.02368995247253588,0.055465717070337206,0.33279430242202324,False
Q1a,AL,RL,-0.02073077580314415,0.015859565871625975,1.3389328977946965e-08,8.033597386768179e-08,True
Q1b,V1,LM,0.00924999999999999,0.010250000000000009,4.711908956858522e-05,0.00028271453741151133,True
Q1b,V1,AL,0.006249999999999969,0.008003905296791054,0.002558013335476741,0.015348080012860445,True
Q1b,V1,RL,0.01425,0.011183134623172535,2.350607137911389e-07,1.4103642827468333e-06,True
Q1b,LM,AL,-0.0030000000000000183,0.00687386354243378,0.0005759149722064346,0.0034554898332386074,True
Q1b,LM,RL,0.005000000000000013,0.01089724735885171,0.00483835629487242,0.02903013776923452,True
Q1b,AL,RL,0.007500000000000042,0.010307764064044168,2.2625869273726024e-07,1.3575521564235614e-06,True
Q1c,V1,LM,-0.032549743589743586,0.03256287829719644,7.546860913976161e-09,4.5281165483856967e-08,True
Q1c,V1,AL,0.004582564102564126,0.02358724124966478,0.12600346677035387,0.7560208006221232,False
Q1c,V1,RL,0.0419774358974359,0.030904850111605063,2.994404724177002e-11,1.7966428345062013e-10,True
Q1c,LM,AL,0.03957948717948719,0.022484046795211998,7.555220876380673e-10,4.5331325258284044e-09,True
Q1c,LM,RL,0.07697435897435898,0.027477734695759017,1.7763568394002505e-15,1.0658141036401503e-14,True
Q1c,AL,RL,0.045747692307692274,0.028988548991792814,3.6770586575585185e-13,2.206235194535111e-12,True
