question,area,n_neurons,acc_mean,acc_std,chance
Q1a,V1,25,0.7795232399179767,0.037861993140292795,0.5
Q1a,V1,50,0.838336038961039,0.04431617893018156,0.5
Q1a,V1,100,0.8962952836637047,0.018832443016208712,0.5
Q1a,V1,200,0.928726076555024,0.02197043442297901,0.5
Q1a,V1,305,0.9566088516746412,0.010670058667940793,0.5
Q1a,LM,25,0.7478045967190703,0.030687577908069096,0.5
Q1a,LM,50,0.8250508373205742,0.0295026919473616,0.5
Q1a,LM,100,0.8601666097060832,0.03130374578027292,0.5
Q1a,LM,200,0.9074043062200957,0.016384925741626213,0.5
Q1a,LM,305,0.9295497265892003,0.018182816704474136,0.5
Q1a,AL,25,0.7297658920027341,0.0309745369605451,0.5
Q1a,AL,50,0.7890716848940533,0.018283082288708518,0.5
Q1a,AL,100,0.8287256493506494,0.03200760943068481,0.5
Q1a,AL,200,0.8695185406698565,0.015300075280884916,0.5
Q1a,AL,305,0.902089029391661,0.0,0.5
Q1a,RL,25,0.7372419685577581,0.039760704319033884,0.5
Q1a,RL,50,0.8026341421736157,0.040616381590337355,0.5
Q1a,RL,100,0.8263627819548871,0.033010515361651956,0.5
Q1a,RL,200,0.8933249316473001,0.018625193713630327,0.5
Q1a,RL,305,0.9163384313055365,0.01747391910137556,0.5
Q1b,V1,25,0.88375,0.0594374671398437,0.5
Q1b,V1,50,0.9412499999999999,0.03448278556033431,0.5
Q1b,V1,100,0.9724999999999999,0.013462912017836266,0.5
Q1b,V1,200,0.9925,0.010000000000000004,0.5
Q1b,V1,305,0.9925,0.006123724356957924,0.5
Q1b,LM,25,0.8875,0.06224949798994366,0.5
Q1b,LM,50,0.9450000000000001,0.02384848003542365,0.5
Q1b,LM,100,0.95875,0.01586072192556189,0.5
Q1b,LM,200,0.98375,0.00800390529679108,0.5
Q1b,LM,305,0.9824999999999999,0.0061237243569579785,0.5
Q1b,AL,25,0.89875,0.027641680484369976,0.5
Q1b,AL,50,0.93125,0.02695482331605978,0.5
Q1b,AL,100,0.9724999999999999,0.012247448713915917,0.5
Q1b,AL,200,0.985,0.01457737973711325,0.5
Q1b,AL,305,0.9875,0.0,0.5
Q1b,RL,25,0.9037499999999999,0.041851672606958004,0.5
Q1b,RL,50,0.9400000000000001,0.03783186487605389,0.5
Q1b,RL,100,0.9574999999999999,0.02031009601158989,0.5
Q1b,RL,200,0.97625,0.008750000000000013,0.5
Q1b,RL,305,0.9800000000000001,0.01000000000000001,0.5
Q1c,V1,25,0.4433641025641026,0.03189822078348376,0.3333333333333333
Q1c,V1,50,0.4740410256410256,0.02770664206402806,0.3333333333333333
Q1c,V1,100,0.4883794871794872,0.027298011525889357,0.3333333333333333
Q1c,V1,200,0.5313230769230769,0.03310273530711054,0.3333333333333333
Q1c,V1,305,0.5708410256410257,0.01774163617524847,0.3333333333333333
Q1c,LM,25,0.4726051282051282,0.026594634468469495,0.3333333333333333
Q1c,LM,50,0.49803076923076917,0.02544196784469807,0.3333333333333333
Q1c,LM,100,0.506225641025641,0.01965980490732506,0.3333333333333333
Q1c,LM,200,0.5522358974358974,0.01907913138583277,0.3333333333333333
Q1c,LM,305,0.5946564102564103,0.024993440822647088,0.3333333333333333
Q1c,AL,25,0.468748717948718,0.034647728099529256,0.3333333333333333
Q1c,AL,50,0.47948717948717956,0.021819750506434518,0.3333333333333333
Q1c,AL,100,0.4862153846153846,0.02169230526762427,0.3333333333333333
Q1c,AL,200,0.5258461538461539,0.022690554763527934,0.3333333333333333
Q1c,AL,305,0.5464615384615384,0.0,0.3333333333333333
Q1c,RL,25,0.42206153846153843,0.03562919412546746,0.3333333333333333
Q1c,RL,50,0.44747692307692305,0.02326444381078376,0.3333333333333333
Q1c,RL,100,0.4564512820512821,0.024566626924516718,0.3333333333333333
Q1c,RL,200,0.47640000000000005,0.019668171640340584,0.3333333333333333
Q1c,RL,305,0.5057333333333334,0.017931798618917232,0.3333333333333333
