question,area,n_neurons,acc_mean,acc_std,chance
Q1a,V1,25,0.8191289302802461,0.03767666978637237,0.5
Q1a,V1,50,0.8632211209842788,0.021822020113290482,0.5
Q1a,V1,100,0.9060445146958305,0.014920367353224584,0.5
Q1a,V1,200,0.9580570745044428,0.009870385997130273,0.5
Q1a,V1,400,0.9792007006151742,0.00597735654626201,0.5
Q1a,V1,414,0.974172932330827,0.011586435587409183,0.5
Q1a,LM,25,0.7776414046479836,0.04826637102768106,0.5
Q1a,LM,50,0.8655485304169515,0.017547354572541706,0.5
Q1a,LM,100,0.9213589371155161,0.020254621092208575,0.5
Q1a,LM,200,0.9440956083390295,0.01706945685883057,0.5
Q1a,LM,400,0.9725751879699247,0.00746366125641774,0.5
Q1a,LM,414,0.9663337320574164,0.007873084366582106,0.5
Q1a,AL,25,0.7868604750512644,0.04015342291225413,0.5
Q1a,AL,50,0.8361261107313739,0.03711519537302185,0.5
Q1a,AL,100,0.8826234620642515,0.02103248128222965,0.5
Q1a,AL,200,0.9168262987012987,0.01102049612845579,0.5
Q1a,AL,400,0.9345087149692413,0.003195279567577356,0.5
Q1a,AL,414,0.9341208133971293,0.0,0.5
Q1a,RL,25,0.8237649521531101,0.03507002479038647,0.5
Q1a,RL,50,0.8645275119617224,0.0260920753509166,0.5
Q1a,RL,100,0.9068455228981547,0.025197180248201646,0.5
Q1a,RL,200,0.9424803485987695,0.010954716537545905,0.5
Q1a,RL,400,0.9619412166780588,0.0073701233328005945,0.5
Q1a,RL,414,0.9596766062884484,0.007756913584753049,0.5
Q1b,V1,25,0.8549999999999999,0.048476798574163295,0.5
Q1b,V1,50,0.9262500000000001,0.043463346626784284,0.5
Q1b,V1,100,0.96,0.009354143466934858,0.5
Q1b,V1,200,0.9862500000000001,0.006731456008918143,0.5
Q1b,V1,400,0.99375,0.006249999999999978,0.5
Q1b,V1,414,0.9912500000000002,0.008003905296791056,0.5
Q1b,LM,25,0.865,0.05528336096873997,0.5
Q1b,LM,50,0.9137500000000001,0.06529978943304489,0.5
Q1b,LM,100,0.9762500000000001,0.013050383136138191,0.5
Q1b,LM,200,0.9875000000000002,0.009682458365518537,0.5
Q1b,LM,400,0.9875000000000002,1.1102230246251565e-16,0.5
Q1b,LM,414,0.9887500000000001,0.0037499999999999864,0.5
Q1b,AL,25,0.8574999999999999,0.04683748498798799,0.5
Q1b,AL,50,0.8850000000000001,0.04703721930556694,0.5
Q1b,AL,100,0.945,0.02250000000000002,0.5
Q1b,AL,200,0.98375,0.009762812094883333,0.5
Q1b,AL,400,0.9862500000000001,0.008749999999999999,0.5
Q1b,AL,414,0.9875,0.0,0.5
Q1b,RL,25,0.85375,0.07926419431243843,0.5
Q1b,RL,50,0.9237500000000001,0.03727012878968893,0.5
Q1b,RL,100,0.96875,0.017897276329095452,0.5
Q1b,RL,200,0.9737499999999999,0.011792476415070774,0.5
Q1b,RL,400,0.9850000000000001,0.007500000000000018,0.5
Q1b,RL,414,0.98125,0.006250000000000033,0.5
Q1c,V1,25,0.5030769230769231,0.01936175561613977,0.3333333333333333
Q1c,V1,50,0.5211794871794873,0.024653570807961434,0.3333333333333333
Q1c,V1,100,0.532348717948718,0.023639332494016334,0.3333333333333333
Q1c,V1,200,0.5804615384615385,0.02008875768693375,0.3333333333333333
Q1c,V1,400,0.6673435897435898,0.02691834683723543,0.3333333333333333
Q1c,V1,414,0.6716,0.01294271604999593,0.3333333333333333
Q1c,LM,25,0.49339487179487185,0.031285487831412204,0.3333333333333333
Q1c,LM,50,0.5365025641025641,0.03312567903364158,0.3333333333333333
Q1c,LM,100,0.561251282051282,0.03610005236017847,0.3333333333333333
Q1c,LM,200,0.6409948717948718,0.02058449273659373,0.3333333333333333
Q1c,LM,400,0.6824820512820512,0.028249133038427014,0.3333333333333333
Q1c,LM,414,0.6821948717948718,0.027341912349727285,0.3333333333333333
Q1c,AL,25,0.4886051282051282,0.02457438679849459,0.3333333333333333
Q1c,AL,50,0.5248410256410255,0.02726337513829904,0.3333333333333333
Q1c,AL,100,0.5495282051282051,0.03335372788322299,0.3333333333333333
Q1c,AL,200,0.6165435897435898,0.030503814227826637,0.3333333333333333
Q1c,AL,400,0.6844615384615385,0.009835384067242317,0.3333333333333333
Q1c,AL,414,0.688,0.0,0.3333333333333333
Q1c,RL,25,0.5104410256410257,0.03562973589868983,0.3333333333333333
Q1c,RL,50,0.5366666666666667,0.01856054647906622,0.3333333333333333
Q1c,RL,100,0.5442051282051282,0.031185626925856587,0.3333333333333333
Q1c,RL,200,0.596051282051282,0.02245602320767745,0.3333333333333333
Q1c,RL,400,0.6686051282051281,0.014121587169812334,0.3333333333333333
Q1c,RL,414,0.6701435897435897,0.022926894651398914,0.3333333333333333
