question,area_a,area_b,mean_diff,std_diff,p_raw,p_bonferroni,significant
Q1a,V1,LM,0.0040772385509227705,0.011201592135700312,0.021288568121418168,0.12773140872850902,False
Q1a,V1,AL,0.041521018455228854,0.00840218294192656,7.52622806189462e-10,4.515736837136772e-09,True
Q1a,V1,RL,0.014188568010936438,0.0079065867912768,1.085797687793607e-09,6.514786126761642e-09,True
Q1a,LM,AL,0.03704938482570047,0.007817447728353813,7.507521296629246e-10,4.504512777977548e-09,True
Q1a,LM,RL,0.009716934381408056,0.010583294413918781,4.33271121630108e-07,2.599626729780648e-06,True
Q1a,AL,RL,-0.027457792207792067,0.00655172052283822,7.436479011307457e-10,4.461887406784474e-09,True
Q1b,V1,LM,0.004249999999999983,0.009555757426808193,0.06381099879137839,0.3828659927482703,False
Q1b,V1,AL,0.004749999999999974,0.007862092596758184,0.023648297678531285,0.1418897860711877,False
Q1b,V1,RL,0.008249999999999997,0.011887493427968751,0.00033986807979941404,0.002039208478796484,True
Q1b,LM,AL,0.0012499999999999911,0.00515388203202207,0.49219011763337894,1.0,False
Q1b,LM,RL,0.004750000000000015,0.008975661535508137,0.0006964300419096657,0.0041785802514579945,True
Q1b,AL,RL,0.0042500000000000315,0.008518362518700428,1.5732925200536265e-05,9.439755120321759e-05,True
Q1c,V1,LM,-0.02194256410256412,0.03624923243785983,0.0002838014620471663,0.0017028087722829976,True
Q1c,V1,AL,-0.02845333333333328,0.023186611929755175,2.343913685227598e-08,1.406348211136559e-07,True
Q1c,V1,RL,-0.015318974358974353,0.030968569742564234,0.003237025059270924,0.019422150355625542,True
Q1c,LM,AL,0.0018646153846154513,0.021521025323308123,0.4779992100249857,1.0,False
Q1c,LM,RL,0.014998974358974375,0.031565168996127824,0.002996250182501825,0.01797750109501095,True
Q1c,AL,RL,0.013197948717948677,0.022137234417740827,0.00020195722868041497,0.0012117433720824898,True
