question,area,observed,null_mean,null_std,p_value
Q1a,V1,1.0,0.49816242310321257,0.019365242880220318,0.0
Q1a,LM,0.9921907040328092,0.5036205570745045,0.026526528222432583,0.0
Q1a,AL,0.9419471975393028,0.5041566985645933,0.027778475343521493,0.0
Q1a,RL,0.9885551948051947,0.4979990601503759,0.024776360068969685,0.0
Q1b,V1,1.0,0.5117500000000001,0.0701297903889638,0.0
Q1b,LM,1.0,0.5225,0.0593453873523461,0.0
Q1b,AL,0.9625,0.5152500000000001,0.07085592776895946,0.0
Q1b,RL,0.95,0.5216250000000001,0.06417395791908116,0.0
Q1c,V1,0.7736410256410255,0.3348102564102564,0.030777185296575613,0.0
Q1c,LM,0.7613333333333333,0.33705538461538465,0.02615754340885363,0.0
Q1c,AL,0.622974358974359,0.3365446153846154,0.02888814655598109,0.0
Q1c,RL,0.6844102564102564,0.33835487179487184,0.028650425820068864,0.0
