question,area,n_neurons,acc_mean,acc_std,chance
Q1a,V1,25,0.7825290498974711,0.03513133018549879,0.5
Q1a,V1,50,0.8621706254272044,0.03172873599172613,0.5
Q1a,V1,100,0.9006228639781272,0.030642795579071874,0.5
Q1a,V1,200,0.9559031100478469,0.012702153639936885,0.5
Q1a,V1,305,0.9653323650034176,0.011906685157046439,0.5
Q1a,LM,25,0.8018186090225564,0.040558624528405446,0.5
Q1a,LM,50,0.8474384825700616,0.0239491179471458,0.5
Q1a,LM,100,0.8879998291182503,0.016143335338044306,0.5
Q1a,LM,200,0.9385308441558442,0.012286376133112266,0.5
Q1a,LM,305,0.9503058783321942,0.011416007089666311,0.5
Q1a,AL,25,0.7803498803827751,0.02348859807432275,0.5
Q1a,AL,50,0.8160774094326726,0.026913190448482647,0.5
Q1a,AL,100,0.8682446172248802,0.019872734500756578,0.5
Q1a,AL,200,0.9062162508544087,0.0194869834764431,0.5
Q1a,AL,305,0.9268327067669173,0.0,0.5
Q1a,RL,25,0.774970950102529,0.05196435878691081,0.5
Q1a,RL,50,0.8414892344497608,0.03722117883288954,0.5
Q1a,RL,100,0.8701268796992482,0.030807772077002884,0.5
Q1a,RL,200,0.9241613978127134,0.010813926033140657,0.5
Q1a,RL,305,0.9363542378673959,0.011403599607623088,0.5
Q1b,V1,25,0.8487499999999999,0.03931046298379097,0.5
Q1b,V1,50,0.9225,0.03482097069296031,0.5
Q1b,V1,100,0.97875,0.02741464024932665,0.5
Q1b,V1,200,0.98125,0.011524430571616116,0.5
Q1b,V1,305,0.9912500000000002,0.005728219618694779,0.5
Q1b,LM,25,0.9099999999999999,0.03699662146737186,0.5
Q1b,LM,50,0.96,0.022912878474779196,0.5
Q1b,LM,100,0.96875,0.01956559480312318,0.5
Q1b,LM,200,0.9837500000000002,0.012562344526401115,0.5
Q1b,LM,305,0.9862500000000001,0.008750000000000013,0.5
Q1b,AL,25,0.86625,0.03356430395524388,0.5
Q1b,AL,50,0.94625,0.030644126680328166,0.5
Q1b,AL,100,0.9712500000000001,0.011250000000000013,0.5
Q1b,AL,200,0.9762500000000001,0.01718465885608441,0.5
Q1b,AL,305,0.9875,0.0,0.5
Q1b,RL,25,0.9149999999999998,0.039843443626273053,0.5
Q1b,RL,50,0.9412499999999999,0.024399026619928932,0.5
Q1b,RL,100,0.9637500000000001,0.021250000000000015,0.5
Q1b,RL,200,0.9712500000000001,0.009762812094883321,0.5
Q1b,RL,305,0.98125,0.006250000000000033,0.5
Q1c,V1,25,0.45713846153846155,0.02416247654622371,0.3333333333333333
Q1c,V1,50,0.4935179487179487,0.026903007904684684,0.3333333333333333
Q1c,V1,100,0.5011589743589744,0.030899384553935125,0.3333333333333333
Q1c,V1,200,0.5438358974358974,0.027436508979525126,0.3333333333333333
Q1c,V1,305,0.5613333333333332,0.03129758336554657,0.3333333333333333
Q1c,LM,25,0.47361025641025645,0.030317922695245733,0.3333333333333333
Q1c,LM,50,0.5114153846153847,0.029467080775692003,0.3333333333333333
Q1c,LM,100,0.5325230769230769,0.035957969474162486,0.3333333333333333
Q1c,LM,200,0.5581333333333333,0.018862472613891196,0.3333333333333333
Q1c,LM,305,0.5911589743589744,0.014703185662945737,0.3333333333333333
Q1c,AL,25,0.4539384615384615,0.020741821736958994,0.3333333333333333
Q1c,AL,50,0.5033743589743589,0.021469606668949363,0.3333333333333333
Q1c,AL,100,0.518728205128205,0.024620606283769844,0.3333333333333333
Q1c,AL,200,0.5531794871794871,0.024896778358847422,0.3333333333333333
Q1c,AL,305,0.5492307692307693,0.0,0.3333333333333333
Q1c,RL,25,0.43820512820512825,0.029837808331857306,0.3333333333333333
Q1c,RL,50,0.4432820512820513,0.02653204679068981,0.3333333333333333
Q1c,RL,100,0.4588923076923077,0.025932489097568897,0.3333333333333333
Q1c,RL,200,0.5027794871794872,0.03357706396030791,0.3333333333333333
Q1c,RL,305,0.5199589743589744,0.023660015733515262,0.3333333333333333
