trial_idx,hash,type,short_name,movie_name,label,is_natural,origin,naturalness_group
194,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
195,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
196,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
197,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
198,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
199,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
200,MaN8zZQItdhsFNBq5/yl,Clip,Rendered,run213-darkTemple-1-0,Rendered,True,rendered,cg_natural
201,18PTv0aCUhaUeL2r9kDd,Clip,sports1m,2012 July 10 Midweek MTB Corner Canyon XC Mountain Bike Race (Stabilized),Sports1M,True,filmed,human_filmed
202,cK20wOm48y1gpxBcZuzN,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
203,s8DvZS/fghphUcTsLOzM,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
204,8IyLxfa6UikBgn/lOdpD,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True,filmed,human_filmed
205,AXD+rrWG8VbV+xLvzwfb,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
206,yv/S61fYnDSQcA9J6Nk8,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
207,RJHp90bplN+09FieIhuY,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
208,74aZqUX4ry4fpZToIAAg,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
209,Sqv4lziRTQgtkUPYRRiM,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
210,IKvEwFm7LjXfn721b/Ls,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
211,U6NqQRL+v/N/9xnLSH2y,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
212,hhWRsNy4ljt4M1PtvZ3u,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
213,EhwIk1vM51LHZPE6xFZX,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
214,xY5nMhvDqdCOUD4uuf+E,Clip,Rendered,medievalsewer_014-1-6-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
215,fNK7NRDMNHhwIys4WSSj,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
216,0sOz9tsRGE1QjIULdeld,Clip,sports1m,2009 US Mountain Bike Championships Cross Country Race,Sports1M,True,filmed,human_filmed
217,gfAmboUdtnw0PTNl2UEU,Clip,sports1m,2011 June 15 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
218,nbuC/T0BY1oHCCOvXINd,Clip,sports1m,2011 June 25 USCS Round Valley XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
219,u70sHlpv9vRrZcUwDgWL,Clip,sports1m,1 of 5 - 2011 True Grit Epic Endurance Mountain Bike Race,Sports1M,True,filmed,human_filmed
220,NiM0WPAXTIXWMuuc+wPe,Clip,sports1m,2 of 2 - 2011 ICup Cholla Challenge XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
221,1aSVbdSAyT6CvkeIKvOb,Clip,Rendered,swamp_116-1-11-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
222,IqmzqrT5iqDRxg25DqI+,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
223,q81FuM6UDtz8yqXnkI+Y,Clip,Rendered,lowpolyjungle_075-1-9-70-0_54.89.40.102,Rendered,True,rendered,cg_natural
224,w/HsYKcUjFHXqEaGO26w,Clip,sports1m,2010 WORLDS Riza Kayaalp (TUR) dec Dremiel Byers (USA) bronze bout 120 kg GR,Sports1M,True,filmed,human_filmed
225,K3IEyJRKdNAatGxIJnkN,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True,filmed,human_filmed
226,he69ZSnczQcjJhiWMc7k,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
227,XBKI59G2zYo5msJnbH8A,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
228,5nfEG0XijRr2rTRkCnIB,Clip,Rendered,medievalsewer_011-1-6-70-0_54.89.40.102,Rendered,True,rendered,cg_natural
229,MwwnY/n2MhuhBCQ+ZfYB,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
230,ewXOwg2315Y2vPWuAy+e,Clip,sports1m,2011 June 25 USCS Round Valley XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
231,TWA8j2rfDSp26NmQ300R,Clip,Rendered,mountainlake_047-1-0-70-0_54.196.24.32,Rendered,True,rendered,cg_natural
232,J/Rl2kg/Xr492+8AcIH0,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
233,tgDfIH5ZAXIuCAk8ZLUe,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
234,jgNLUkxhUTSwO6yK+DZJ,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
235,DrQ64E2Wy9h1DmzFaD5D,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
236,UNMfY2sDNdyWCi0+QD6X,Clip,Rendered,swamp_004-1-11-70-0_54.210.37.143,Rendered,True,rendered,cg_natural
237,cVqsa4b5q4Pm+MlqHT2T,Clip,Rendered,mountainlake_009-1-0-70-0_54.83.154.242,Rendered,True,rendered,cg_natural
238,IKvEwFm7LjXfn721b/Ls,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
239,U6NqQRL+v/N/9xnLSH2y,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
240,hhWRsNy4ljt4M1PtvZ3u,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
241,EhwIk1vM51LHZPE6xFZX,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
242,4tIOoaR5VNXdEFB3JLsd,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
243,wrhbg7/9C5fsnGqt95w/,Clip,sports1m,2012 UNIV WORLDS Erickson (USA) dec Allikma (EST) 120 kg Greco repechage,Sports1M,True,filmed,human_filmed
244,gnKtNfR9QYEW0PRkfRU4,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
245,LfckM0X1gCCgUlsmXIea,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
246,Ta17hPcaONVDy5sPjE9z,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
247,mpoHL5UE5tDtz7b51b3H,Clip,Rendered,americandiner_042-1-5-70-0_54.173.97.201,Rendered,True,rendered,cg_natural
248,UIRT1CCHgVDfheNGYQd6,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
249,Qtx9ZilPEN9mdem3G1lL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True,filmed,human_filmed
250,8PA1UPAZQPiLL4qyfbe0,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
251,yCXacouyIMBJMNQBQeSe,Clip,sports1m,2009 Univest Grand Prix Road Race PA,Sports1M,True,filmed,human_filmed
252,cX1uqe3yuBtkCRNeZPSD,Clip,Rendered,lowpolyjungle_125-1-9-70-0_54.175.147.171,Rendered,True,rendered,cg_natural
253,0JcYLY6eaQxNgD0AqyHf,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
254,J4PH3ez0PBmcINVwekyF,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Final,Sports1M,True,filmed,human_filmed
255,n2kq4Nv6UNm4wJbdtuHM,Clip,sports1m,2010 WORLDS Justin Ruiz (USA) dec Richard Karelson (EST) 96 kg GR,Sports1M,True,filmed,human_filmed
256,iYxs1vPwdSenUzRva/I3,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
257,N1Sn679rCW0XsG5S7c/C,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
258,jlM0Ornu8Dw2nAXCwego,Clip,Rendered,mountainlake_047-1-0-70-0_54.89.40.102,Rendered,True,rendered,cg_natural
259,iXM+aZY10zP+t3wPmZOW,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
260,qYeCE0hFeJ2J9VDsQn7+,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
261,b1y1QdYjimNnvK7QxDXK,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
262,DfRFYwKhwduAdXnmsqaX,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
263,WBlC1k1FmIzKBffm+X/b,Clip,sports1m,2011 August 10 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
264,Bv02mbTY0Xxz5JOdDiPq,Clip,Rendered,lowpolyjungle_043-1-9-70-0_54.175.147.171,Rendered,True,rendered,cg_natural
265,BAsJvnBVBc/q2c8a1Oi8,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
266,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
267,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
268,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
269,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
270,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
271,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
272,Ly0M/dhNFL4X6U4UdePU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
273,6GsflEAWFBHuxmDmDyXR,Clip,Rendered,kowloon_053-1-8-70-0_54.159.174.165,Rendered,True,rendered,cg_natural
274,evNriLL3BnkIcI+8RLsg,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
275,enKdeGpJDS6E1/pW+NuW,Clip,sports1m,2010 UCI world champs Dalby Forrest,Sports1M,True,filmed,human_filmed
276,1Mho8uW3wQFdsqFDdGHc,Clip,Rendered,swamp_128-1-11-70-0_54.210.37.143,Rendered,True,rendered,cg_natural
277,vxDpH2E0IHnxA440yCy2,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
278,pLI/JLmlRz4Sd4aZ/xIl,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
279,oJxxXYMlEGHPI32UZCIx,Clip,sports1m,2011 June 15 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
280,JzFDtPOrz6hGJsFl1UVw,Clip,Rendered,medievalsewer_045-1-6-70-0_54.205.66.32,Rendered,True,rendered,cg_natural
281,eYSZ5qS68vbFtR/rYtYh,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
282,sfRfFfF0BuFtoAOV+T8i,Clip,Rendered,lowpolyjungle_017-1-9-70-0_54.162.127.170,Rendered,True,rendered,cg_natural
283,Ryo6iS1oM5PKvl2Sqnwd,Clip,Rendered,swamp_080-1-11-70-0_52.87.152.28,Rendered,True,rendered,cg_natural
284,KjDfO15MEsKyQ1ecL7gs,Clip,Rendered,run257-mountainLake-1-0,Rendered,True,rendered,cg_natural
285,W72D46ICk0GV1uh0E98o,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
286,rKhBb2Q+dILxw3t33TsJ,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
287,YfqXNa8nksH/H4Q7tw5G,Clip,Rendered,lowpolyjungle_118-1-9-70-0_54.83.154.242,Rendered,True,rendered,cg_natural
288,OFk94miLCLRW7fhR6BQE,Clip,Rendered,swamp_075-1-11-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
289,VIxFQLvrzWwvLKX9CM5N,Clip,sports1m,1995 bmx vert bs contest  mat hoffman bike park okc,Sports1M,True,filmed,human_filmed
290,RL8zpBtdUqrcItpujIVj,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True,filmed,human_filmed
291,L313XjQzD6eqzIitZmbl,Clip,Rendered,subway_129-1-3-70-0_54.159.174.165,Rendered,True,rendered,cg_natural
292,G8GCQlSYxw5oG/LVKDs2,Clip,Rendered,americandiner_099-1-5-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
293,YxZMp94AewnnwYmjI/0v,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
294,wE8wskQ2OpXgYdnpm+o0,Clip,sports1m,13 Rottenmanner Tauern-Adventure-Race,Sports1M,True,filmed,human_filmed
295,Hx7nWm9l4FGDuTlUO/17,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
296,oxOWC6459FWF57PmnZF1,Clip,Rendered,run63-darkTemple-1-0,Rendered,True,rendered,cg_natural
297,Oa9MBWR9TzMvni2b8TnT,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True,filmed,human_filmed
298,xTGF1HMjbioEJMln8Kre,Clip,Rendered,ancienttomb_129-1-4-70-0_52.207.221.173,Rendered,True,rendered,cg_natural
299,4r2GoriIwhcZx37LLG+z,Clip,Rendered,medievalsewer_076-1-6-70-0_34.203.243.27,Rendered,True,rendered,cg_natural
300,P/+T4znxp8j5meLHi6Q0,Clip,sports1m,2012 August 14 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
301,Jgfhd4do4qNBT23nhmhX,Clip,Rendered,shintoday_118-1-12-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
302,YWGU9pCJb1jD1EEZ20tf,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
303,FQR1XltfRJLPikdVpYNn,Clip,Rendered,mountainlake_008-1-0-70-0_54.205.66.32,Rendered,True,rendered,cg_natural
304,O/TPbFEXzCLov05/KwS+,Clip,sports1m,2011 June 15 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
305,GLb98O6GN6r7256/fA8Y,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
306,SuNRz+E/BsGGxVlNWLt9,Clip,Rendered,shintoday_036-1-12-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
307,mbeT2YEuzrol94GMBsSP,Clip,Rendered,lowpolyjungle_113-1-9-70-0_54.159.174.165,Rendered,True,rendered,cg_natural
308,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
309,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
310,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
311,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
312,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
313,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
314,JNYUnhFvI0mZbwN58E20,Clip,Rendered,swamp_124-1-11-70-0_34.239.124.192,Rendered,True,rendered,cg_natural
315,7keiPs7vk9CHNrtDuOxL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True,filmed,human_filmed
316,t24nBc6mpih4DR5C/qVP,Clip,Rendered,subway_016-1-3-70-0_52.205.253.179,Rendered,True,rendered,cg_natural
317,JzIVwvytTHCEhcYc0EkS,Clip,sports1m,2012 UNIV WORLDS Stenberg (USA) dec Sasunouski (BLR) 84 kg Greco bout,Sports1M,True,filmed,human_filmed
318,shDuGRZylVmZLCBFIVeP,Clip,sports1m,2011 July 23 ICUP Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
319,ysjy6YgGXX5+mcx52KSM,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
320,zcz9H/fzww6BdAJTTzoe,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
321,ZJvulWBItHtLlDVkIntm,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
322,+4gByvU9LfvSD0JHP6Ae,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
323,tRgm529SPpQspr220FRm,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
324,o+X0gV1mMibwR050Pclp,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True,filmed,human_filmed
325,v1X8j0x/SHilvwaD5rSo,Clip,Rendered,medievalsewer_109-1-6-70-0_54.205.66.32,Rendered,True,rendered,cg_natural
326,mq1WCiTshBLBEqRI3gG0,Clip,sports1m,2012 July 10 Midweek MTB Corner Canyon XC Mountain Bike Race (Stabilized),Sports1M,True,filmed,human_filmed
327,30x8NgdJgGNm0anW1zAN,Clip,sports1m,2010 WORLDS Faruk Sahin (USA) dec Tomasz Swierk (POL) 66 kg GR,Sports1M,True,filmed,human_filmed
328,Myl4EztPWXGfxXgyUab+,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
329,oQ3VoBGfmrVJ0w3WCS+Q,Clip,sports1m,2012 August 14 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
330,BVPzxojslLHfZa0ukTv2,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
331,kEq0YeYOSSBtM1ZkWA1a,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
332,JA9OdVsDi7NemSkaLb+I,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
333,ZaQYCXAkAPbuEWtIPr2v,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
334,NWqTwzuwGakTM37kHKK4,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
335,ik5DKO+EInbAGwcH0BfB,Clip,sports1m,2011 June 14 Midweek MTB Corner Canyon XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
336,dHvGJAD7cN8KboJxFF4/,Clip,sports1m,2011 June 14 Midweek MTB Corner Canyon XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
337,zlQ935qW1A8YOiseS7gY,Clip,Rendered,medievalsewer_132-1-6-70-0_54.210.37.143,Rendered,True,rendered,cg_natural
338,XoerXglPXrngFUI5uTG6,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
339,EKhyHmLj04EcBoR25T/e,Clip,Rendered,americandiner_079-1-5-70-0_184.73.123.94,Rendered,True,rendered,cg_natural
340,Ol0tqKFenGMT8HEd2z5E,Clip,sports1m,1 of 7 - 2010 ICup Utah Open State Championship XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
341,zUq1sWrcuZKaoqT4Nwzp,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
342,IX2irWYGOwgAoEut0IJp,Clip,Rendered,lowpolyjungle_105-1-9-70-0_54.210.37.143,Rendered,True,rendered,cg_natural
343,cwQeFyDGJpIcOkhBN91R,Clip,sports1m,2009 Skijoring Event in Whitefish Montana (part 1),Sports1M,True,filmed,human_filmed
344,ZbqzHxy26PvmCRYMkFOp,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True,filmed,human_filmed
345,BQZ4qc47cDsOnthth2h8,Clip,Rendered,medievalsewer_011-1-6-70-0_54.196.24.32,Rendered,True,rendered,cg_natural
346,ru9h56Mh+lT0PF305N/3,Clip,sports1m,2011 Frozen Hog Mountain Bike Race,Sports1M,True,filmed,human_filmed
347,WZsaT+hJvbguRox31vR0,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
348,EjXa4YiyfWjA5hVxejoZ,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
349,jU/D/Ot4oi/d3zAZGGsH,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
350,M+opVNpgEMdNCU1HS96C,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True,filmed,human_filmed
351,NHXCsqYS4P6sQSG1HCRI,Clip,Rendered,run184-kowloon-1-0,Rendered,True,rendered,cg_natural
352,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
353,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True,filmed,human_filmed
354,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True,rendered,cg_natural
355,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True,rendered,cg_natural
356,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
357,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True,filmed,human_filmed
358,AvHNnSfTIC9B8eaOMcEZ,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
359,1TRKaS8NJG/4T43L0rAn,Clip,sports1m,2 of 2 - 2011 ICup Cholla Challenge XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
360,9bNakzwQysMZirqnzGvN,Clip,sports1m,2011 August 10 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
361,zzbt3DlnRkca6TOSBtFR,Clip,sports1m,2011 Starcrossed CX  Elite Men Full Race Recap - Part 2,Sports1M,True,filmed,human_filmed
362,X4OvBqtVmiaxRPyAzlxw,Clip,sports1m,2012 Mountain Bike World Cup Mens Cross Country,Sports1M,True,filmed,human_filmed
363,DA1NxdkLcG66Gq4pJjO/,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
364,cbC1X4FljmAvEAwdWkzn,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
365,TqE83Wr3LzhabN0yGPbf,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
366,z/z2bF0bkfqvE24bnBHa,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
367,AZvr1UF39ygFqNxKr/8K,Monet2,UNKNOWN,UNKNOWN,Monet2,False,parametric,parametric
368,y/OYF8LSGL60jZz9vD5V,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
369,FwG4V5nAZdXPlcAEu/X9,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
370,W8Z6VnwQ+I3+orgATwdw,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
371,u0T7+E3y9tdoPNDDaKsF,Trippy,UNKNOWN,UNKNOWN,Trippy,False,parametric,parametric
372,QmynNYnz4Q0hMBpTZ/xv,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True,filmed,human_filmed
373,gpu0WyfdPMgXV/xhy6ZP,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True,filmed,human_filmed
374,0ir9/br3yxbe2BBf65zF,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
375,NM2SnnQwIoj8iKOMP6xA,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True,filmed,human_filmed
376,F5KOXJGuqZljKK9USGu/,Clip,sports1m,2010 WORLDS Jake Clark (USA) dec T Tounousidis (GRE) 84 kg GR,Sports1M,True,filmed,human_filmed
377,uWDM4AAJ+PIdXzpPxOha,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
378,MaN8zZQItdhsFNBq5/yl,Clip,Rendered,run213-darkTemple-1-0,Rendered,True,rendered,cg_natural
379,18PTv0aCUhaUeL2r9kDd,Clip,sports1m,2012 July 10 Midweek MTB Corner Canyon XC Mountain Bike Race (Stabilized),Sports1M,True,filmed,human_filmed
380,cK20wOm48y1gpxBcZuzN,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True,filmed,human_filmed
381,s8DvZS/fghphUcTsLOzM,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
382,8IyLxfa6UikBgn/lOdpD,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True,filmed,human_filmed
383,AXD+rrWG8VbV+xLvzwfb,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True,filmed,human_filmed
384,GiKZhmthcT7wzAa0p0oo,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True,filmed,human_filmed
385,W4U/ogwjLzclud93ZAVS,Clip,Rendered,run306-medievalSewer-1-0,Rendered,True,rendered,cg_natural
386,29K8SxIXqPhPCYd+lyxF,Clip,Cinematic,The Matrix (1999),Cinematic,True,filmed,human_filmed
387,otqiH2UTGaFLqAYiMSE4,Clip,Rendered,ancienttomb_002-1-4-70-0_54.83.154.242,Rendered,True,rendered,cg_natural
388,w4yQS6udleHyOBDGEVnp,Clip,sports1m,2012 Polar Rhino Ride - New Years Day Winter Cycling Fun with Flying Rhino Cycling Club,Sports1M,True,filmed,human_filmed
389,usO0V5oGdghZfE0lg9mn,Clip,Rendered,mountainlake_010-1-0-70-0_54.159.174.165,Rendered,True,rendered,cg_natural
