question,area,observed,null_mean,null_std,p_value
Q1a,V1,1.0,0.5014307928913192,0.019373832791399,0.0
Q1a,LM,1.0,0.5000492993848256,0.024970453435010996,0.0
Q1a,AL,0.9695616883116884,0.5035873205741627,0.027097924595903895,0.0
Q1a,RL,0.9885210184552289,0.5004598427887901,0.02304678468601352,0.0
Q1b,V1,1.0,0.524625,0.07074282207404509,0.0
Q1b,LM,0.9875,0.510625,0.06500901379808803,0.0
Q1b,AL,1.0,0.513125,0.0662234616657873,0.0
Q1b,RL,0.9875,0.518375,0.06479426575708687,0.0
Q1c,V1,0.7967179487179487,0.34003076923076925,0.030073220311128253,0.0
Q1c,LM,0.7864615384615384,0.335942564102564,0.03004545430496679,0.0
Q1c,AL,0.6853333333333335,0.3317384615384615,0.029198417995025497,0.0
Q1c,RL,0.7626666666666666,0.3416328205128205,0.030494233269946196,0.0
